Family,ID,Control Name,NIST Control Description
SYSTEM AND COMMUNICATIONS PROTECTION,SC-7 (18),Boundary Protection | Fail Secure,Prevent systems from entering unsecure states in the event of an operational failure of a boundary protection device.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-8,Transmission Confidentiality and Integrity,Protect the [Selection (one or more): confidentiality; integrity] of transmitted information.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-8 (1),Transmission Confidentiality and Integrity | Cryptographic Protection,Implement cryptographic mechanisms to [Selection (one or more): prevent unauthorized disclosure of information; detect changes to information] during transmission.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-10,Network Disconnect,Terminate the network connection associated with a communications session at the end of the session or after [Assignment: organization-defined time period] of inactivity.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-12,Cryptographic Key Establishment and Management,"Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: [Assignment: organization-defined requirements for key generation, distribution, storage, access, and destruction]."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-13,Cryptographic Protection,"a. Determine the [Assignment: organization-defined cryptographic uses]; and
 b. Implement the following types of cryptography required for each specified cryptographic use: [Assignment: organization-defined types of cryptography for each specified cryptographic use]."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-15,Collaborative Computing Devices and Applications,"a. Prohibit remote activation of collaborative computing devices and applications with the following exceptions: [Assignment: organization-defined exceptions where remote activation is to be allowed]; and
 b. Provide an explicit indication of use to users physically present at the devices."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-17,Public Key Infrastructure Certificates,"a. Issue public key certificates under an [Assignment: organization-defined certificate policy] or obtain public key certificates from an approved service provider; and
 b. Include only approved trust anchors in trust stores or certificate stores managed by the organization."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-18,Mobile Code,"a. Define acceptable and unacceptable mobile code and mobile code technologies; and
 b. Authorize, monitor, and control the use of mobile code within the system."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-20,Secure Name/address Resolution Service (authoritative Source),"a. Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and
 b. Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-21,Secure Name/address Resolution Service (recursive or Caching Resolver),Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-22,Architecture and Provisioning for Name/address Resolution Service,Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal and external role separation.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-23,Session Authenticity,Protect the authenticity of communications sessions.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-28,Protection of Information at Rest,Protect the [Selection (one or more): confidentiality; integrity] of the following information at rest: [Assignment: organization-defined information at rest].
SYSTEM AND COMMUNICATIONS PROTECTION,SC-28 (1),Protection of Information at Rest | Cryptographic Protection,Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on [Assignment: organization-defined system components or media]: [Assignment: organization-defined information].
SYSTEM AND COMMUNICATIONS PROTECTION,SC-39,Process Isolation,Maintain a separate execution domain for each executing system process.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-45,System Time Synchronization,Synchronize system clocks within and between systems and system components.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-45 (1),System Time Synchronization | Synchronization with Authoritative Time Source," (a) Compare the internal system clocks [Assignment: organization-defined frequency] with [Assignment: organization-defined authoritative time source]; and
 (b) Synchronize the internal system clocks to the authoritative time source when the time difference is greater than [Assignment: organization-defined time period]."
SYSTEM AND INFORMATION INTEGRITY,SI-1,Policy and Procedures,"a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
 1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] system and information integrity policy that:
 (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
 (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and
 2. Procedures to facilitate the implementation of the system and information integrity policy and the associated system and information integrity controls;
 b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and information integrity policy and procedures; and
 c. Review and update the current system and information integrity:
 1. Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and
 2. Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]."
SYSTEM AND INFORMATION INTEGRITY,SI-2,Flaw Remediation,"a. Identify, report, and correct system flaws;
 b. Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation;
 c. Install security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and
 d. Incorporate flaw remediation into the organizational configuration management process."
SYSTEM AND INFORMATION INTEGRITY,SI-2 (2),Flaw Remediation | Automated Flaw Remediation Status,Determine if system components have applicable security-relevant software and firmware updates installed using [Assignment: organization-defined automated mechanisms] [Assignment: organization-defined frequency].
SYSTEM AND INFORMATION INTEGRITY,SI-2 (3),Flaw Remediation | Time to Remediate Flaws and Benchmarks for Corrective Actions," (a) Measure the time between flaw identification and flaw remediation; and
 (b) Establish the following benchmarks for taking corrective actions: [Assignment: organization-defined benchmarks]."
SYSTEM AND INFORMATION INTEGRITY,SI-3,Malicious Code Protection,"a. Implement [Selection (one or more): signature based; non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;
 b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;
 c. Configure malicious code protection mechanisms to:
 1. Perform periodic scans of the system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more): endpoint; network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and
 2. [Selection (one or more): block malicious code; quarantine malicious code; take [Assignment: organization-defined action]]; and send alert to [Assignment: organization-defined personnel or roles] in response to malicious code detection; and
 d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system."
SYSTEM AND INFORMATION INTEGRITY,SI-4,System Monitoring,"a. Monitor the system to detect:
 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and
 2. Unauthorized local, network, and remote connections;
 b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods];
 c. Invoke internal monitoring capabilities or deploy monitoring devices:
 1. Strategically within the system to collect organization-determined essential information; and
 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization;
 d. Analyze detected events and anomalies;
 e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation;
 f. Obtain legal opinion regarding system monitoring activities; and
 g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]]."
SYSTEM AND INFORMATION INTEGRITY,SI-4 (1),System Monitoring | System-wide Intrusion Detection System,Connect and configure individual intrusion detection tools into a system-wide intrusion detection system.
SYSTEM AND INFORMATION INTEGRITY,SI-4 (2),System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,Employ automated tools and mechanisms to support near real-time analysis of events.
SYSTEM AND INFORMATION INTEGRITY,SI-4 (4),System Monitoring | Inbound and Outbound Communications Traffic," (a) Determine criteria for unusual or unauthorized activities or conditions for inbound and outbound communications traffic;
 (b) Monitor inbound and outbound communications traffic [Assignment: organization-defined frequency] for [Assignment: organization-defined unusual or unauthorized activities or conditions]."
SYSTEM AND INFORMATION INTEGRITY,SI-4 (5),System Monitoring | System-generated Alerts,Alert [Assignment: organization-defined personnel or roles] when the following system-generated indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].
SYSTEM AND INFORMATION INTEGRITY,SI-4 (16),System Monitoring | Correlate Monitoring Information,Correlate information from monitoring tools and mechanisms employed throughout the system.
SYSTEM AND INFORMATION INTEGRITY,SI-4 (18),System Monitoring | Analyze Traffic and Covert Exfiltration,Analyze outbound communications traffic at external interfaces to the system and at the following interior points to detect covert exfiltration of information: [Assignment: organization-defined interior points within the system].
SYSTEM AND INFORMATION INTEGRITY,SI-4 (23),System Monitoring | Host-based Devices,Implement the following host-based monitoring mechanisms at [Assignment: organization-defined system components]: [Assignment: organization-defined host-based monitoring mechanisms].
SYSTEM AND INFORMATION INTEGRITY,SI-5,"Security Alerts, Advisories, and Directives","a. Receive system security alerts, advisories, and directives from [Assignment: organization-defined external organizations] on an ongoing basis;
 b. Generate internal security alerts, advisories, and directives as deemed necessary;
 c. Disseminate security alerts, advisories, and directives to: [Selection (one or more): [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined elements within the organization]; [Assignment: organization-defined external organizations]]; and
 d. Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance."
SYSTEM AND INFORMATION INTEGRITY,SI-6,Security and Privacy Function Verification,"a. Verify the correct operation of [Assignment: organization-defined security and privacy functions];
 b. Perform the verification of the functions specified in SI-6a [Selection (one or more): [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]];
 c. Alert [Assignment: organization-defined personnel or roles] to failed security and privacy verification tests; and
 d. [Selection (one or more): Shut the system down; Restart the system; [Assignment: organization-defined alternative action (s)]] when anomalies are discovered."
SYSTEM AND INFORMATION INTEGRITY,SI-7,"Software, Firmware, and Information Integrity","a. Employ integrity verification tools to detect unauthorized changes to the following software, firmware, and information: [Assignment: organization-defined software, firmware, and information]; and
 b. Take the following actions when unauthorized changes to the software, firmware, and information are detected: [Assignment: organization-defined actions]."
SYSTEM AND INFORMATION INTEGRITY,SI-7 (1),"Software, Firmware, and Information Integrity | Integrity Checks","Perform an integrity check of [Assignment: organization-defined software, firmware, and information] [Selection (one or more): at startup; at [Assignment: organization-defined transitional states or security-relevant events]; [Assignment: organization-defined frequency]]."
SYSTEM AND INFORMATION INTEGRITY,SI-7 (7),"Software, Firmware, and Information Integrity | Integration of Detection and Response",Incorporate the detection of the following unauthorized changes into the organizational incident response capability: [Assignment: organization-defined security-relevant changes to the system].
SYSTEM AND INFORMATION INTEGRITY,SI-8,Spam Protection,"a. Employ spam protection mechanisms at system entry and exit points to detect and act on unsolicited messages; and
 b. Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures."
SYSTEM AND INFORMATION INTEGRITY,SI-8 (2),Spam Protection | Automatic Updates,Automatically update spam protection mechanisms [Assignment: organization-defined frequency].
SYSTEM AND INFORMATION INTEGRITY,SI-10,Information Input Validation,Check the validity of the following information inputs: [Assignment: organization-defined information inputs to the system].
SYSTEM AND INFORMATION INTEGRITY,SI-11,Error Handling,"a. Generate error messages that provide information necessary for corrective actions without revealing information that could be exploited; and
 b. Reveal error messages only to [Assignment: organization-defined personnel or roles]."
SYSTEM AND INFORMATION INTEGRITY,SI-12,Information Management and Retention,"Manage and retain information within the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements."
SYSTEM AND INFORMATION INTEGRITY,SI-16,Memory Protection,Implement the following controls to protect the system memory from unauthorized code execution: [Assignment: organization-defined controls].
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-1,Policy and Procedures,"a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
 1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] supply chain risk management policy that:
 (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
 (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and
 2. Procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls;
 b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; and
 c. Review and update the current supply chain risk management:
 1. Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and
 2. Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-2,Supply Chain Risk Management Plan,"a. Develop a plan for managing supply chain risks associated with the research and development, design, manufacturing, acquisition, delivery, integration, operations and maintenance, and disposal of the following systems, system components or system services: [Assignment: organization-defined systems, system components, or system services];
 b. Review and update the supply chain risk management plan [Assignment: organization-defined frequency] or as required, to address threat, organizational or environmental changes; and
 c. Protect the supply chain risk management plan from unauthorized disclosure and modification."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-2 (1),Supply Chain Risk Management Plan | Establish SCRM Team,"Establish a supply chain risk management team consisting of [Assignment: organization-defined personnel, roles, and responsibilities] to lead and support the following SCRM activities: [Assignment: organization-defined supply chain risk management activities]."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-3,Supply Chain Controls and Processes,"a. Establish a process or processes to identify and address weaknesses or deficiencies in the supply chain elements and processes of [Assignment: organization-defined system or system component] in coordination with [Assignment: organization-defined supply chain personnel];
 b. Employ the following controls to protect against supply chain risks to the system, system component, or system service and to limit the harm or consequences from supply chain-related events: [Assignment: organization-defined supply chain controls]; and
 c. Document the selected and implemented supply chain processes and controls in [Selection: security and privacy plans; supply chain risk management plan; [Assignment: organization-defined document]]."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-5,"Acquisition Strategies, Tools, and Methods","Employ the following acquisition strategies, contract tools, and procurement methods to protect against, identify, and mitigate supply chain risks: [Assignment: organization-defined acquisition strategies, contract tools, and procurement methods]."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-6,Supplier Assessments and Reviews,"Assess and review the supply chain-related risks associated with suppliers or contractors and the system, system component, or system service they provide [Assignment: organization-defined frequency]."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-8,Notification Agreements,"Establish agreements and procedures with entities involved in the supply chain for the system, system component, or system service for the [Selection (one or more): notification of supply chain compromises; results of assessments or audits; [Assignment: organization-defined information]]."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-10,Inspection of Systems or Components,"Inspect the following systems or system components [Selection (one or more): at random; at [Assignment: organization-defined frequency], upon [Assignment: organization-defined indications of need for inspection]] to detect tampering: [Assignment: organization-defined systems or system components]."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-11,Component Authenticity,"a. Develop and implement anti-counterfeit policy and procedures that include the means to detect and prevent counterfeit components from entering the system; and
 b. Report counterfeit system components to [Selection (one or more): source of counterfeit component; [Assignment: organization-defined external reporting organizations]; [Assignment: organization-defined personnel or roles]]."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-11 (1),Component Authenticity | Anti-counterfeit Training,"Train [Assignment: organization-defined personnel or roles] to detect counterfeit system components (including hardware, software, and firmware)."
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-11 (2),Component Authenticity | Configuration Control for Component Service and Repair,Maintain configuration control over the following system components awaiting service or repair and serviced or repaired components awaiting return to service: [Assignment: organization-defined system components].
SUPPLY CHAIN RISK MANAGEMENT FAMILY,SR-12,Component Disposal,"Dispose of [Assignment: organization-defined data, documentation, tools, or system components] using the following techniques and methods: [Assignment: organization-defined techniques and methods]."
